,title,conference,year,authors,abstract,pdf_path,pdf_url,code_url,relevant,tran_flag
50,PanoSwin: A Pano-Style Swin Transformer for Panorama Understanding,CVPR,2023,"Zhixin Ling, Zhen Xing, Xiangdong Zhou, Manliang Cao, Guichun Zhou","In panorama understanding, the widely used equirectangular projection (ERP) entails boundary discontinuity and spatial distortion. It severely deteriorates the conventional CNNs and vision Transformers on panoramas. In this paper, we propose a simple yet effective architecture named PanoSwin to learn panorama representations with ERP. To deal with the challenges brought by equirectangular projection, we explore a pano-style shift windowing scheme and novel pitch attention to address the boundary discontinuity and the spatial distortion, respectively. Besides, based on spherical distance and Cartesian coordinates, we adapt absolute positional encodings and relative positional biases for panoramas to enhance panoramic geometry information. Realizing that planar image understanding might share some common knowledge with panorama understanding, we devise a novel two-stage learning framework to facilitate knowledge transfer from the planar images to panoramas. We conduct experiments against the state-of-the-art on various panoramic tasks, i.e., panoramic object detection, panoramic classification, and panoramic layout estimation. The experimental results demonstrate the effectiveness of PanoSwin in panorama understanding.",,https://openaccess.thecvf.com/content/CVPR2023/papers/Ling_PanoSwin_A_Pano-Style_Swin_Transformer_for_Panorama_Understanding_CVPR_2023_paper.pdf,,2,本文提出了一种名为PanoSwin的简单而有效的架构，用于学习具有等距投影（ERP）的全景表示。为了应对等距投影带来的挑战，我们探索了一种全景式移位窗口方案和新颖的俯仰注意力，以分别解决边界不连续性和空间失真。此外，基于球面距离和笛卡尔坐标，我们适应了绝对位置编码和相对位置偏差，以增强全景几何信息。我们还设计了一种新颖的两阶段学习框架，以促进从平面图像到全景图像的知识转移。实验结果表明，PanoSwin在各种全景任务中都具有很好的效果。
54,Weak-Shot Object Detection Through Mutual Knowledge Transfer,CVPR,2023,"Xuanyi Du, Weitao Wan, Chong Sun, Chen Li","Weak-shot Object Detection methods exploit a fully-annotated source dataset to facilitate the detection performance on the target dataset which only contains image-level labels for novel categories. To bridge the gap between these two datasets, we aim to transfer the object knowledge between the source (S) and target (T) datasets in a bi-directional manner. We propose a novel Knowledge Transfer (KT) loss which simultaneously distills the knowledge of objectness and class entropy from a proposal generator trained on the S dataset to optimize a multiple instance learning module on the T dataset. By jointly optimizing the classification loss and the proposed KT loss, the multiple instance learning module effectively learns to classify object proposals into novel categories in the T dataset with the transferred knowledge from base categories in the S dataset. Noticing the predicted boxes on the T dataset can be regarded as an extension for the original annotations on the S dataset to refine the proposal generator in return, we further propose a novel Consistency Filtering (CF) method to reliably remove inaccurate pseudo labels by evaluating the stability of the multiple instance learning module upon noise injections. Via mutually transferring knowledge between the S and T datasets in an iterative manner, the detection performance on the target dataset is significantly improved. Extensive experiments on public benchmarks validate that the proposed method performs favourably against the state-of-the-art methods without increasing the model parameters or inference computational complexity.",,https://openaccess.thecvf.com/content/CVPR2023/papers/Du_Weak-Shot_Object_Detection_Through_Mutual_Knowledge_Transfer_CVPR_2023_paper.pdf,,2,本文提出了一种新的知识转移损失（KT）和一种一致性过滤（CF）方法，以在只包含新类别图像级标签的目标数据集上提高弱监督目标检测方法的性能。该方法通过在源（S）和目标（T）数据集之间双向转移目标知识，将S数据集上的提议生成器的目标性和类熵的知识同时提取到T数据集上的多实例学习模块中，从而有效地学习将目标提议分类为T数据集中的新类别。同时，该方法还通过一致性过滤方法可靠地去除不准确的伪标签。实验结果表明，该方法在不增加模型参数或推理计算复杂度的情况下，与现有方法相比具有更好的性能。
55,Semi-DETR: Semi-Supervised Object Detection With Detection Transformers,CVPR,2023,"Jiacheng Zhang, Xiangru Lin, Wei Zhang, Kuo Wang, Xiao Tan, Junyu Han, Errui Ding, Jingdong Wang, Guanbin Li","We analyze the DETR-based framework on semi-supervised object detection (SSOD) and observe that (1) the one-to-one assignment strategy generates incorrect matching when the pseudo ground-truth bounding box is inaccurate, leading to training inefficiency; (2) DETR-based detectors lack deterministic correspondence between the input query and its prediction output, which hinders the applicability of the consistency-based regularization widely used in current SSOD methods. We present Semi-DETR, the first transformer-based end-to-end semi-supervised object detector, to tackle these problems. Specifically, we propose a Stage-wise Hybrid Matching strategy that com- bines the one-to-many assignment and one-to-one assignment strategies to improve the training efficiency of the first stage and thus provide high-quality pseudo labels for the training of the second stage. Besides, we introduce a Cross-view Query Consistency method to learn the semantic feature invariance of object queries from different views while avoiding the need to find deterministic query correspondence. Furthermore, we propose a Cost-based Pseudo Label Mining module to dynamically mine more pseudo boxes based on the matching cost of pseudo ground truth bounding boxes for consistency training. Extensive experiments on all SSOD settings of both COCO and Pascal VOC benchmark datasets show that our Semi-DETR method outperforms all state-of-the-art methods by clear margins.",,https://openaccess.thecvf.com/content/CVPR2023/papers/Zhang_Semi-DETR_Semi-Supervised_Object_Detection_With_Detection_Transformers_CVPR_2023_paper.pdf,,2,本文分析了基于DETR框架的半监督目标检测(SSOD)方法，并发现(1)当伪标注边界框不准确时，一对一分配策略会产生错误匹配，导致训练效率低下；(2)基于DETR的检测器缺乏输入查询和预测输出之间的确定性对应关系，这阻碍了当前SSOD方法中广泛使用的基于一致性的正则化的适用性。我们提出了Semi-DETR，这是第一个基于Transformer的端到端半监督目标检测器，以解决这些问题。具体来说，我们提出了一个阶段混合匹配策略，将一对多分配和一对一分配策略相结合，以提高第一阶段的训练效率，从而为第二阶段的训练提供高质量的伪标签。此外，我们引入了一个跨视图查询一致性方法，学习不同视图中的对象
56,Discriminating Known From Unknown Objects via Structure-Enhanced Recurrent Variational AutoEncoder,CVPR,2023,"Aming Wu, Cheng Deng","Discriminating known from unknown objects is an important essential ability for human beings. To simulate this ability, a task of unsupervised out-of-distribution object detection (OOD-OD) is proposed to detect the objects that are never-seen-before during model training, which is beneficial for promoting the safe deployment of object detectors. Due to lacking unknown data for supervision, for this task, the main challenge lies in how to leverage the known in-distribution (ID) data to improve the detector's discrimination ability. In this paper, we first propose a method of Structure-Enhanced Recurrent Variational AutoEncoder (SR-VAE), which mainly consists of two dedicated recurrent VAE branches. Specifically, to boost the performance of object localization, we explore utilizing the classical Laplacian of Gaussian (LoG) operator to enhance the structure information in the extracted low-level features. Meanwhile, we design a VAE branch that recurrently generates the augmentation of the classification features to strengthen the discrimination ability of the object classifier. Finally, to alleviate the impact of lacking unknown data, another cycle-consistent conditional VAE branch is proposed to synthesize virtual OOD features that deviate from the distribution of ID features, which improves the capability of distinguishing OOD objects. In the experiments, our method is evaluated on OOD-OD, open-vocabulary detection, and incremental object detection. The significant performance gains over baselines show the superiorities of our method. The code will be released at https://github.com/AmingWu/SR-VAE.",,https://openaccess.thecvf.com/content/CVPR2023/papers/Wu_Discriminating_Known_From_Unknown_Objects_via_Structure-Enhanced_Recurrent_Variational_AutoEncoder_CVPR_2023_paper.pdf,https://github.com/AmingWu/SR-VAE,2,本文提出了一种无监督的超出分布物体检测（OOD-OD）任务，以检测在模型训练期间从未见过的物体，模拟人类区分已知和未知物体的能力。由于缺乏未知数据进行监督，因此该任务的主要挑战在于如何利用已知的分布（ID）数据来提高检测器的区分能力。为此，本文首先提出了一种结构增强的循环变分自编码器（SR-VAE）方法，主要由两个专用的循环VAE分支组成。具体而言，为了提高物体定位的性能，我们探索利用经典的高斯拉普拉斯算子（LoG）来增强提取的低级特征中的结构信息。同时，我们设计了一个VAE分支，循环生成分类特征的增强，以增强物体分类器的区分能力。最后，为了减轻缺乏未知数据的影响，提出了另一个
59,DETRs With Hybrid Matching,CVPR,2023,"Ding Jia, Yuhui Yuan, Haodi He, Xiaopei Wu, Haojun Yu, Weihong Lin, Lei Sun, Chao Zhang, Han Hu","One-to-one set matching is a key design for DETR to establish its end-to-end capability, so that object detection does not require a hand-crafted NMS (non-maximum suppression) to remove duplicate detections. This end-to-end signature is important for the versatility of DETR, and it has been generalized to broader vision tasks. However, we note that there are few queries assigned as positive samples and the one-to-one set matching significantly reduces the training efficacy of positive samples. We propose a simple yet effective method based on a hybrid matching scheme that combines the original one-to-one matching branch with an auxiliary one-to-many matching branch during training. Our hybrid strategy has been shown to significantly improve accuracy. In inference, only the original one-to-one match branch is used, thus maintaining the end-to-end merit and the same inference efficiency of DETR. The method is named H-DETR, and it shows that a wide range of representative DETR methods can be consistently improved across a wide range of visual tasks, including Deformable-DETR, PETRv2, PETR, and TransTrack, among others.",,https://openaccess.thecvf.com/content/CVPR2023/papers/Jia_DETRs_With_Hybrid_Matching_CVPR_2023_paper.pdf,,2,DETR 的关键设计是一对一的集合匹配，以建立其端到端的能力，使得目标检测不需要手工制作的 NMS（非极大值抑制）来消除重复检测。这种端到端的特征对于 DETR 的多功能性非常重要，并且已经推广到更广泛的视觉任务中。然而，我们注意到分配为正样本的查询很少，而一对一的集合匹配显著降低了正样本的训练效果。我们提出了一种基于混合匹配方案的简单而有效的方法，在训练期间将原始的一对一匹配分支与辅助的一对多匹配分支相结合。我们的混合策略已被证明可以显著提高准确性。在推理中，仅使用原始的一对一匹配分支，从而保持 DETR 的端到端优点和相同的推理效率。该方法被命名为 H-DETR，并表明一系列代表性
61,Continual Detection Transformer for Incremental Object Detection,CVPR,2023,"Yaoyao Liu, Bernt Schiele, Andrea Vedaldi, Christian Rupprecht","Incremental object detection (IOD) aims to train an object detector in phases, each with annotations for new object categories. As other incremental settings, IOD is subject to catastrophic forgetting, which is often addressed by techniques such as knowledge distillation (KD) and exemplar replay (ER). However, KD and ER do not work well if applied directly to state-of-the-art transformer-based object detectors such as Deformable DETR and UP-DETR. In this paper, we solve these issues by proposing a ContinuaL DEtection TRansformer (CL-DETR), a new method for transformer-based IOD which enables effective usage of KD and ER in this context. First, we introduce a Detector Knowledge Distillation (DKD) loss, focusing on the most informative and reliable predictions from old versions of the model, ignoring redundant background predictions, and ensuring compatibility with the available ground-truth labels. We also improve ER by proposing a calibration strategy to preserve the label distribution of the training set, therefore better matching training and testing statistics. We conduct extensive experiments on COCO 2017 and demonstrate that CL-DETR achieves state-of-the-art results in the IOD setting.",,https://openaccess.thecvf.com/content/CVPR2023/papers/Liu_Continual_Detection_Transformer_for_Incremental_Object_Detection_CVPR_2023_paper.pdf,,2,本文提出了一种基于Transformer的增量目标检测方法，称为ContinuaL DEtection TRansformer (CL-DETR)。该方法通过引入Detector Knowledge Distillation (DKD) loss和标签分布校准策略，使得知识蒸馏和样本重放等技术在增量目标检测中更加有效。实验结果表明，CL-DETR在COCO 2017数据集上取得了最先进的增量目标检测结果。
63,DropKey for Vision Transformer,CVPR,2023,"Bonan Li, Yinhan Hu, Xuecheng Nie, Congying Han, Xiangjian Jiang, Tiande Guo, Luoqi Liu","In this paper, we focus on analyzing and improving the dropout technique for self-attention layers of Vision Transformer, which is important while surprisingly ignored by prior works. In particular, we conduct researches on three core questions: First, what to drop in self-attention layers? Different from dropping attention weights in literature, we propose to move dropout operations forward ahead of attention matrix calculation and set the Key as the dropout unit, yielding a novel dropout-before-softmax scheme. We theoretically verify that this scheme helps keep both regularization and probability features of attention weights, alleviating the overfittings problem to specific patterns and enhancing the model to globally capture vital information; Second, how to schedule the drop ratio in consecutive layers? In contrast to exploit a constant drop ratio for all layers, we present a new decreasing schedule that gradually decreases the drop ratio along the stack of self-attention layers. We experimentally validate the proposed schedule can avoid overfittings in low-level features and missing in high-level semantics, thus improving the robustness and stableness of model training; Third, whether need to perform structured dropout operation as CNN? We attempt patch-based block-version of dropout operation and find that this useful trick for CNN is not essential for ViT. Given exploration on the above three questions, we present the novel DropKey method that regards Key as the drop unit and exploits decreasing schedule for drop ratio, improving ViTs in a general way. Comprehensive experiments demonstrate the effectiveness of DropKey for various ViT architectures, e.g. T2T, VOLO, CeiT and DeiT, as well as for various vision tasks, e.g., image classification, object detection, human-object interaction detection and human body shape recovery.",,https://openaccess.thecvf.com/content/CVPR2023/papers/Li_DropKey_for_Vision_Transformer_CVPR_2023_paper.pdf,,2,本文聚焦于分析和改进Vision Transformer自注意力层的dropout技术，这在之前的研究中被忽视了。具体而言，我们研究了三个核心问题：第一，自注意力层中应该丢弃什么？不同于文献中丢弃注意力权重的方法，我们提出将dropout操作提前到注意力矩阵计算之前，并将Key作为dropout单元，从而得到一种新的dropout-before-softmax方案。我们在理论上验证了这种方案有助于保持注意力权重的正则化和概率特征，缓解了过度拟合特定模式的问题，增强了模型对全局重要信息的捕捉能力；第二，如何在连续的层中安排丢弃比率？与利用恒定的丢弃比率不同，我们提出了一种新的递减调度，逐渐降低自注意力层的丢弃比率。我们在实验中验证了所提出的调度可以
64,Semantic-Promoted Debiasing and Background Disambiguation for Zero-Shot Instance Segmentation,CVPR,2023,"Shuting He, Henghui Ding, Wei Jiang","Zero-shot instance segmentation aims to detect and precisely segment objects of unseen categories without any training samples. Since the model is trained on seen categories, there is a strong bias that the model tends to classify all the objects into seen categories. Besides, there is a natural confusion between background and novel objects that have never shown up in training. These two challenges make novel objects hard to be raised in the final instance segmentation results. It is desired to rescue novel objects from background and dominated seen categories. To this end, we propose D^2Zero with Semantic-Promoted Debiasing and Background Disambiguation to enhance the performance of Zero-shot instance segmentation. Semantic-promoted debiasing utilizes inter-class semantic relationships to involve unseen categories in visual feature training and learns an input-conditional classifier to conduct dynamical classification based on the input image. Background disambiguation produces image-adaptive background representation to avoid mistaking novel objects for background. Extensive experiments show that we significantly outperform previous state-of-the-art methods by a large margin, e.g., 16.86% improvement on COCO.",,https://openaccess.thecvf.com/content/CVPR2023/papers/He_Semantic-Promoted_Debiasing_and_Background_Disambiguation_for_Zero-Shot_Instance_Segmentation_CVPR_2023_paper.pdf,,2,Zero-shot instance segmentation旨在在没有任何训练样本的情况下检测和精确分割未见过类别的对象。由于模型是在已知类别上训练的，存在强烈的偏见，模型倾向于将所有对象分类为已知类别。此外，背景和从未出现在训练中的新颖对象之间存在自然混淆。这两个挑战使得新颖对象难以在最终的实例分割结果中被提取出来。为了解决这个问题，我们提出了D^2Zero with Semantic-Promoted Debiasing and Background Disambiguation来增强Zero-shot实例分割的性能。语义促进去偏差利用类间语义关系将未见过的类别纳入视觉特征训练，并学习一个输入条件分类器来根据输入图像进行动态分类。背景消歧产生图像自适应背景表示，避免将新颖对象误认为背景。大量实验证明，我们的方法
68,AttentionShift: Iteratively Estimated Part-Based Attention Map for Pointly Supervised Instance Segmentation,CVPR,2023,"Mingxiang Liao, Zonghao Guo, Yuze Wang, Peng Yuan, Bailan Feng, Fang Wan","Pointly supervised instance segmentation (PSIS) learns to segment objects using a single point within the object extent as supervision. Challenged by the non-negligible semantic variance between object parts, however, the single supervision point causes semantic bias and false segmentation. In this study, we propose an AttentionShift method, to solve the semantic bias issue by iteratively decomposing the instance attention map to parts and estimating fine-grained semantics of each part. AttentionShift consists of two modules plugged on the vision transformer backbone: (i) token querying for pointly supervised attention map generation, and (ii) key-point shift, which re-estimates part-based attention maps by key-point filtering in the feature space. These two steps are iteratively performed so that the part-based attention maps are optimized spatially as well as in the feature space to cover full object extent. Experiments on PASCAL VOC and MS COCO 2017 datasets show that AttentionShift respectively improves the state-of-the-art of by 7.7% and 4.8% under mAP@0.5, setting a solid PSIS baseline using vision transformer. Code is enclosed in the supplementary material.",,https://openaccess.thecvf.com/content/CVPR2023/papers/Liao_AttentionShift_Iteratively_Estimated_Part-Based_Attention_Map_for_Pointly_Supervised_Instance_CVPR_2023_paper.pdf,,2,本文提出了一种名为AttentionShift的方法，用于解决点监督实例分割中的语义偏差问题。该方法通过迭代地将实例注意力图分解为部分，并估计每个部分的细粒度语义来优化部分注意力图，从而覆盖整个对象范围。AttentionShift由两个模块组成，分别是用于点监督注意力图生成的令牌查询和通过特征空间中的关键点过滤重新估计基于部分的注意力图的关键点移位。在PASCAL VOC和MS COCO 2017数据集上的实验表明，AttentionShift分别在mAP@0.5下将最新技术水平提高了7.7％和4.8％，为使用视觉变换器的PSIS奠定了坚实的基础。代码附在补充材料中。
69,Vision Transformers Are Good Mask Auto-Labelers,CVPR,2023,"Shiyi Lan, Xitong Yang, Zhiding Yu, Zuxuan Wu, Jose M. Alvarez, Anima Anandkumar","We propose Mask Auto-Labeler (MAL), a high-quality Transformer-based mask auto-labeling framework for instance segmentation using only box annotations. MAL takes box-cropped images as inputs and conditionally generates their mask pseudo-labels.We show that Vision Transformers are good mask auto-labelers. Our method significantly reduces the gap between auto-labeling and human annotation regarding mask quality. Instance segmentation models trained using the MAL-generated masks can nearly match the performance of their fully-supervised counterparts, retaining up to 97.4% performance of fully supervised models. The best model achieves 44.1% mAP on COCO instance segmentation (test-dev 2017), outperforming state-of-the-art box-supervised methods by significant margins. Qualitative results indicate that masks produced by MAL are, in some cases, even better than human annotations.",,https://openaccess.thecvf.com/content/CVPR2023/papers/Lan_Vision_Transformers_Are_Good_Mask_Auto-Labelers_CVPR_2023_paper.pdf,,2,我们提出了 Mask Auto-Labeler (MAL)，这是一个基于 Transformer 的高质量实例分割自动标注框架，只使用框注释。MAL将框裁剪图像作为输入，并有条件地生成它们的掩码伪标签。我们展示了 Vision Transformers 是良好的掩码自动标注器。我们的方法显著减少了自动标注和人工标注之间的掩码质量差距。使用MAL生成的掩码训练的实例分割模型可以几乎匹配其完全监督的对应模型的性能，保留了高达97.4%的完全监督模型的性能。最佳模型在COCO实例分割（test-dev 2017）上实现了44.1%的mAP，优于最先进的基于框监督的方法。定性结果表明，MAL生成的掩码在某些情况下甚至比人工注释更好。
77,Multiclass Confidence and Localization Calibration for Object Detection,CVPR,2023,"Bimsara Pathiraja, Malitha Gunawardhana, Muhammad Haris Khan","Albeit achieving high predictive accuracy across many challenging computer vision problems, recent studies suggest that deep neural networks (DNNs) tend to make overconfident predictions, rendering them poorly calibrated. Most of the existing attempts for improving DNN calibration are limited to classification tasks and restricted to calibrating in-domain predictions. Surprisingly, very little to no attempts have been made in studying the calibration of object detection methods, which occupy a pivotal space in vision-based security-sensitive, and safety-critical applications. In this paper, we propose a new train-time technique for calibrating modern object detection methods. It is capable of jointly calibrating multiclass confidence and box localization by leveraging their predictive uncertainties. We perform extensive experiments on several in-domain and out-of-domain detection benchmarks. Results demonstrate that our proposed train-time calibration method consistently outperforms several baselines in reducing calibration error for both in-domain and out-of-domain predictions. Our code and models are available at https://github.com/bimsarapathiraja/MCCL",,https://openaccess.thecvf.com/content/CVPR2023/papers/Pathiraja_Multiclass_Confidence_and_Localization_Calibration_for_Object_Detection_CVPR_2023_paper.pdf,https://github.com/bimsarapathiraja/MCCL,2,本文提出了一种新的训练时技术，用于校准现代目标检测方法。该方法能够通过利用预测的不确定性来联合校准多类置信度和框定位。我们在几个领域内和领域外的检测基准上进行了广泛的实验。结果表明，我们提出的训练时校准方法在减少领域内和领域外预测的校准误差方面始终优于几个基线。我们的代码和模型可在 https://github.com/bimsarapathiraja/MCCL 上获得。
6,Toward RAW Object Detection: A New Benchmark and a New Model,CVPR,2023,"Ruikang Xu, Chang Chen, Jingyang Peng, Cheng Li, Yibin Huang, Fenglong Song, Youliang Yan, Zhiwei Xiong","In many computer vision applications (e.g., robotics and autonomous driving), high dynamic range (HDR) data is necessary for object detection algorithms to handle a variety of lighting conditions, such as strong glare. In this paper, we aim to achieve object detection on RAW sensor data, which naturally saves the HDR information from image sensors without extra equipment costs. We build a novel RAW sensor dataset, named ROD, for Deep Neural Networks (DNNs)-based object detection algorithms to be applied to HDR data. The ROD dataset contains a large amount of annotated instances of day and night driving scenes in 24-bit dynamic range. Based on the dataset, we first investigate the impact of dynamic range for DNNs-based detectors and demonstrate the importance of dynamic range adjustment for detection on RAW sensor data. Then, we propose a simple and effective adjustment method for object detection on HDR RAW sensor data, which is image adaptive and jointly optimized with the downstream detector in an end-to-end scheme. Extensive experiments demonstrate that the performance of detection on RAW sensor data is significantly superior to standard dynamic range (SDR) data in different situations. Moreover, we analyze the influence of texture information and pixel distribution of input data on the performance of the DNNs-based detector.",,https://openaccess.thecvf.com/content/CVPR2023/papers/Xu_Toward_RAW_Object_Detection_A_New_Benchmark_and_a_New_CVPR_2023_paper.pdf,,3,本文旨在实现对RAW传感器数据的目标检测，以便在处理各种光照条件（如强烈的耀斑）时，目标检测算法能够处理高动态范围（HDR）数据，这在许多计算机视觉应用（如机器人和自动驾驶）中是必要的。我们建立了一个名为ROD的新型RAW传感器数据集，用于基于深度神经网络（DNN）的目标检测算法应用于HDR数据。ROD数据集包含大量24位动态范围的日间和夜间驾驶场景的注释实例。基于该数据集，我们首先研究了动态范围对基于DNN的检测器的影响，并证明了动态范围调整对于在RAW传感器数据上进行检测的重要性。然后，我们提出了一种简单有效的HDR RAW传感器数据目标检测调整方法，该方法是图像自适应的，并在端到端方案中与下游
7,Towards Building Self-Aware Object Detectors via Reliable Uncertainty Quantification and Calibration,CVPR,2023,"Kemal Oksuz, Tom Joy, Puneet K. Dokania","The current approach for testing the robustness of object detectors suffers from serious deficiencies such as improper methods of performing out-of-distribution detection and using calibration metrics which do not consider both localisation and classification quality. In this work, we address these issues, and introduce the Self Aware Object Detection (SAOD) task, a unified testing framework which respects and adheres to the challenges that object detectors face in safety-critical environments such as autonomous driving. Specifically, the SAOD task requires an object detector to be: robust to domain shift; obtain reliable uncertainty estimates for the entire scene; and provide calibrated confidence scores for the detections. We extensively use our framework, which introduces novel metrics and large scale test datasets, to test numerous object detectors in two different use-cases, allowing us to highlight critical insights into their robustness performance. Finally, we introduce a simple baseline for the SAOD task, enabling researchers to benchmark future proposed methods and move towards robust object detectors which are fit for purpose. Code is available at: https://github.com/fiveai/saod",,https://openaccess.thecvf.com/content/CVPR2023/papers/Oksuz_Towards_Building_Self-Aware_Object_Detectors_via_Reliable_Uncertainty_Quantification_and_CVPR_2023_paper.pdf,https://github.com/fiveai/saod,3,本文介绍了当前目标检测器鲁棒性测试方法存在的严重缺陷，如不当的域外检测方法和使用不考虑定位和分类质量的校准度量。为此，提出了自我感知目标检测（SAOD）任务，这是一个统一的测试框架，尊重并遵守目标检测器在自动驾驶等安全关键环境中面临的挑战。具体而言，SAOD任务要求目标检测器具有以下特点：对域漂移具有鲁棒性；为整个场景提供可靠的不确定性估计；并为检测提供校准的置信度分数。作者广泛使用了自己的框架，引入了新的度量和大规模测试数据集，测试了许多目标检测器在两种不同的用例中，从而突出了它们的鲁棒性表现的关键见解。最后，作者提出了SAOD任务的简单基线，使
10,Bridging Precision and Confidence: A Train-Time Loss for Calibrating Object Detection,CVPR,2023,"Muhammad Akhtar Munir, Muhammad Haris Khan, Salman Khan, Fahad Shahbaz Khan","Deep neural networks (DNNs) have enabled astounding progress in several vision-based problems. Despite showing high predictive accuracy, recently, several works have revealed that they tend to provide overconfident predictions and thus are poorly calibrated. The majority of the works addressing the miscalibration of DNNs fall under the scope of classification and consider only in-domain predictions. However, there is little to no progress in studying the calibration of DNN-based object detection models, which are central to many vision-based safety-critical applications. In this paper, inspired by the train-time calibration methods, we propose a novel auxiliary loss formulation that explicitly aims to align the class confidence of bounding boxes with the accurateness of predictions (i.e. precision). Since the original formulation of our loss depends on the counts of true positives and false positives in a minibatch, we develop a differentiable proxy of our loss that can be used during training with other application-specific loss functions. We perform extensive experiments on challenging in-domain and out-domain scenarios with six benchmark datasets including MS-COCO, Cityscapes, Sim10k, and BDD100k. Our results reveal that our train-time loss surpasses strong calibration baselines in reducing calibration error for both in and out-domain scenarios. Our source code and pre-trained models are available at https://github.com/akhtarvision/bpc_calibration",,https://openaccess.thecvf.com/content/CVPR2023/papers/Munir_Bridging_Precision_and_Confidence_A_Train-Time_Loss_for_Calibrating_Object_CVPR_2023_paper.pdf,https://github.com/akhtarvision/bpc_calibration,3,深度神经网络（DNN）在多个基于视觉的问题中取得了惊人的进展。尽管表现出高预测准确性，但最近的几项研究表明，它们往往提供过于自信的预测，因此校准不佳。大多数解决DNN校准问题的工作都属于分类范畴，并仅考虑域内预测。然而，在研究基于DNN的物体检测模型的校准方面几乎没有进展，而这对许多基于视觉的安全关键应用至关重要。本文受到训练时校准方法的启发，提出了一种新的辅助损失公式，明确旨在将边界框的类置信度与预测的准确性（即精度）对齐。由于我们损失的原始公式取决于小批量中真正的正例和假正例的数量，因此我们开发了一个可微
12,MetaFusion: Infrared and Visible Image Fusion via Meta-Feature Embedding From Object Detection,CVPR,2023,"Wenda Zhao, Shigeng Xie, Fan Zhao, You He, Huchuan Lu","Fusing infrared and visible images can provide more texture details for subsequent object detection task. Conversely, detection task furnishes object semantic information to improve the infrared and visible image fusion. Thus, a joint fusion and detection learning to use their mutual promotion is attracting more attention. However, the feature gap between these two different-level tasks hinders the progress. Addressing this issue, this paper proposes an infrared and visible image fusion via meta-feature embedding from object detection. The core idea is that meta-feature embedding model is designed to generate object semantic features according to fusion network ability, and thus the semantic features are naturally compatible with fusion features. It is optimized by simulating a meta learning. Moreover, we further implement a mutual promotion learning between fusion and detection tasks to improve their performances. Comprehensive experiments on three public datasets demonstrate the effectiveness of our method. Code and model are available at: https://github.com/wdzhao123/MetaFusion.",,https://openaccess.thecvf.com/content/CVPR2023/papers/Zhao_MetaFusion_Infrared_and_Visible_Image_Fusion_via_Meta-Feature_Embedding_From_CVPR_2023_paper.pdf,https://github.com/wdzhao123/MetaFusion,3,本文提出了一种基于目标检测的元特征嵌入的红外和可见光图像融合方法。该方法通过设计元特征嵌入模型来生成对象语义特征，从而使语义特征与融合特征自然兼容。此外，我们还进一步实现了融合和检测任务之间的相互促进学习，以提高它们的性能。在三个公共数据集上的综合实验表明了我们方法的有效性。代码和模型可在 https://github.com/wdzhao123/MetaFusion 上获得。
34,Gaussian Label Distribution Learning for Spherical Image Object Detection,CVPR,2023,"Hang Xu, Xinyuan Liu, Qiang Zhao, Yike Ma, Chenggang Yan, Feng Dai","Spherical image object detection emerges in many applications from virtual reality to robotics and automatic driving, while many existing detectors use ln-norms loss for regression of spherical bounding boxes. There are two intrinsic flaws for ln-norms loss, i.e., independent optimization of parameters and inconsistency between metric (dominated by IoU) and loss. These problems are common in planar image detection but more significant in spherical image detection. Solution for these problems has been extensively discussed in planar image detection by using IoU loss and related variants. However, these solutions cannot be migrated to spherical image object detection due to the undifferentiable of the Spherical IoU (SphIoU). In this paper, we design a simple but effective regression loss based on Gaussian Label Distribution Learning (GLDL) for spherical image object detection. Besides, we observe that the scale of the object in a spherical image varies greatly. The huge differences among objects from different categories make the sample selection strategy based on SphIoU challenging. Therefore, we propose GLDL-ATSS as a better training sample selection strategy for objects of the spherical image, which can alleviate the drawback of IoU threshold-based strategy of scale-sample imbalance. Extensive results on various two datasets with different baseline detectors show the effectiveness of our approach.",,https://openaccess.thecvf.com/content/CVPR2023/papers/Xu_Gaussian_Label_Distribution_Learning_for_Spherical_Image_Object_Detection_CVPR_2023_paper.pdf,,3,本文介绍了球形图像目标检测在虚拟现实、机器人和自动驾驶等领域的应用，而许多现有的检测器使用ln-norms损失来回归球形边界框。然而，ln-norms损失存在两个固有缺陷，即参数的独立优化和度量（由IoU主导）与损失之间的不一致性。这些问题在平面图像检测中很常见，但在球形图像检测中更为显著。本文提出了一种基于高斯标签分布学习（GLDL）的简单而有效的回归损失，用于球形图像目标检测。此外，我们观察到球形图像中物体的尺度差异很大。不同类别的物体之间的巨大差异使得基于SphIoU的样本选择策略具有挑战性。因此，我们提出了GLDL-ATSS作为更好的球形图像对象的
